sessionCount,sessionName,method,r2_x,r2_y,r2_weighted,n_run
33,indy_20161220_02,None,0.6619029935410397,0.7083931726060251,0.690748000649162,0
33,indy_20161220_02,None,0.6697369075045757,0.7265045207965857,0.7049585874776786,1
33,indy_20161220_02,None,0.6542190330595807,0.708424727287573,0.687851160677793,2
33,indy_20161220_02,None,0.6735961694044492,0.7240961058479993,0.7049290456155239,3
33,indy_20161220_02,None,0.6316390007716527,0.7114038654112724,0.68112941216138,4
34,indy_20170123_02,TTS,0.7576633352190695,0.8193216521934402,0.7871884430268092,0
34,indy_20170123_02,TTS,0.741431028620648,0.8013114313401893,0.7701047815322015,1
34,indy_20170123_02,TTS,0.7582675441582647,0.812281218374042,0.784132011963571,2
34,indy_20170123_02,TTS,0.7723077740992036,0.8270671883780287,0.7985293398085476,3
34,indy_20170123_02,TTS,0.7449634490120787,0.8147786320437467,0.7783944751376204,4
34,indy_20170123_02,None,0.7545854523609132,0.8267533307138861,0.7891430675081625,0
34,indy_20170123_02,None,0.7505465826930896,0.8146084222148721,0.7812226181584916,1
34,indy_20170123_02,None,0.7577783392252659,0.8220845534489302,0.7885713936067291,2
34,indy_20170123_02,None,0.7649882655602137,0.8252327124664774,0.7938363411647499,3
34,indy_20170123_02,None,0.7539940724613917,0.8121579833090553,0.7818458826074729,4
35,indy_20170124_01,TTS,0.818301827978646,0.8565011577069851,0.8397542299252633,0
35,indy_20170124_01,TTS,0.8214891789122143,0.8465867621737815,0.8355837572161997,1
35,indy_20170124_01,TTS,0.8123648797895363,0.8527958925745182,0.8350705749821091,2
35,indy_20170124_01,TTS,0.8145425530814542,0.8524479989792058,0.8358299124971105,3
35,indy_20170124_01,TTS,0.8186700652732243,0.8412175987439756,0.8313325584205985,4
35,indy_20170124_01,None,0.8119917853229537,0.8497147969049699,0.8331766912584615,0
35,indy_20170124_01,None,0.8177958292175284,0.8494649639663302,0.8355809320652587,1
35,indy_20170124_01,None,0.8196291534625186,0.8483884745856637,0.8357801310014739,2
35,indy_20170124_01,None,0.8219538103895638,0.8592339339038393,0.8428899943471183,3
35,indy_20170124_01,None,0.8161624721739065,0.8521922070196668,0.8363964490378482,4
36,indy_20170127_03,TTS,0.7673571793208542,0.7786538330917643,0.772346506229066,0
36,indy_20170127_03,TTS,0.7753867555993725,0.7789778345078413,0.7769728063884721,1
36,indy_20170127_03,TTS,0.771102792426288,0.7708630613200338,0.7709969117926583,2
36,indy_20170127_03,TTS,0.7785872122918681,0.7715526148615977,0.7754802828454098,3
36,indy_20170127_03,TTS,0.7779519330312754,0.7730607439582364,0.7757916702003385,4
36,indy_20170127_03,None,0.7834485767912068,0.7886073202821631,0.7857270088148804,0
36,indy_20170127_03,None,0.7768260942073864,0.7854823936033161,0.7806492712629561,1
36,indy_20170127_03,None,0.773662145825597,0.7756520312863011,0.7745410068825691,2
36,indy_20170127_03,None,0.7772668441488232,0.7773763893703338,0.7773152263452183,3
36,indy_20170127_03,None,0.7838810253155244,0.7783333987123782,0.7814308375653188,4
37,indy_20170131_02,TTS,0.7383248753860616,0.7529140878297377,0.7456961154151972,0
37,indy_20170131_02,TTS,0.7408728045405928,0.7397078992958979,0.7402842329365396,1
37,indy_20170131_02,TTS,0.7311950641468641,0.7620165364212594,0.7467676984520403,2
37,indy_20170131_02,TTS,0.7457483221120036,0.7528560570662509,0.7493395249006054,3
37,indy_20170131_02,TTS,0.7463939921089482,0.7493804516149543,0.7479029090529604,4
37,indy_20170131_02,None,0.7345009877783191,0.7633875374811785,0.7490959970905334,0
37,indy_20170131_02,None,0.7490488898403298,0.7561699283553593,0.7526468142898944,1
37,indy_20170131_02,None,0.7401323353870135,0.7419281957542784,0.7410396988157805,2
37,indy_20170131_02,None,0.7500248809542769,0.757909350243766,0.7540085309189021,3
37,indy_20170131_02,None,0.7420115562240478,0.7577431224706951,0.7499599736787915,4
